id,cfTitle,cfAbstr,keywords,keyword_clean,lang
60463828,Mastering Omni-Channel Retailing Challenges with Industry 4.0 Concepts,"Omni-Channel Management is an important trend, which allows retailers to improve customer experiences. Notwithstanding, entirely seamless integration of all channels, for example, in terms of customer or pricing data or consistent product offerings, is still a challenging endeavor. Technological developments, such as Industry 4.0 (I4.0), lead to innovation opportunities in the production industry. As there are intersections between I4.0 and Omni-Channel retailing, we propose that prominent Omni-Channel retailing challenges can be overcome by integrating knowledge from both research domains. Therefore, the purpose of this article is to investigate, which I4.0 concepts are utilized in scientific literature to overcome challenges and how these concepts can be transferred to Omni-Channel Management. To make this knowledge tangible for retailers, this article deduces opportunities on the application of I4.0 concepts in Omni-Channel retailing. The results show that especially IoT networks offer numerous deployment options and even Cyber-Physical Systems and Smart Factories provide related potentials.",,"['Process Model Analysis', ' Process Querying', ' Model Query Language']",en
60463923,Semantic Shopping: A Literature Study,"The digitalization of the economy and society overall has a significant impact on customers&rsquo; shopping behavior. After being conditioned by experiences in entertainment or simple Internet search, customers increasingly expect that a smart shopping assistant understands his/her shopping intentions and transfers these to shopping recommendations. Thus, the emerging opportunity in this context is to facilitate an intention-based shopping experience similar to the way semantic search engines provide responses to enquiries. In order to progress this new area, we differentiate alternative types of shopping intentions to provide the first set of conversation patterns. Grounded in the Speech Act Theory and a structured literature review, semantic shopping is defined and different types of shopping intentions are deduced.",,"['Crisis management', ' innovation']",en
60482795,A Model-Driven Approach for Graphical User Interface Modernizing Reusing Legacy Services,"This paper explores and describes the state of the art for what concerns the model-driven approaches proposed in the literature to support reverse engineering. We conducted a systematic literature review on this topic with the aim to answer three research questions. We focus on various solutions developed for model-driven reverse engineering, outlining in particular the models they use and the transformations applied to the models. We also consider the tools used for model definition, extraction, and transformation and the level of automation reached by the available tools. The model-driven reverse engineering approaches are also analyzed based on various features such as genericity, extensibility, automation of the reverse engineering process, and coverage of the full or partial source artifacts. We describe in detail and compare fifteen approaches applying model-driven reverse engineering. Based on this analysis, we identify and indicate some hints on choosing a model-driven reverse engineering approach from the available ones, and we outline open issues concerning the model-driven reverse engineering approaches.","['Reverse engineering', 'Object oriented modeling', 'Tools', 'Systematics', 'Analytical models', 'Bibliographies', 'Search engines', 'reverse engineering', 'model-driven reverse engineering', 'model definition', 'model extraction', 'model transformation', 'genericity', 'extensibility', 'Models', 'reverse engineering', 'model-driven reverse engineering', 'model transformation', 'legacy system']",,en
60482887,A Model-Driven Approach for Configurable Evaluation of Traceability Information,,,,en
60482980,Towards behavior-driven graphical user interface testing,,,,en
60483072,Generating User Interface Documentation Based on Imported Service Models,,,,en
60490225,An Experiment on Game Facet Combination,"Procedural Content Generation of game content has been vastly improved over the last years and is more and more adopted also in the game industry. It relies mostly on evolutionary and related optimization methods but usually only treats a single of the many available facets as visuals, levels, audio, etc. The problem of how to combine several facets of generation is largely unsolved, but nevertheless very important. One of its subproblems is that we currently do not know in advance how users will react to machine-generated combinations. Based on a simple maze game with exchangeable visuals and audio styles we test how users receive 'usual' and 'unusual' facet compositions by means of rank trace based annotations of their own play-throughs. By means of machine learning techniques, we establish a model in order to learn and predict user reactions. Understanding the effects of facet composition on the user is fundamental if we want to rise evolutionary generation of content to the next level.","['Game facets', 'Procedural content generation', 'User study']",,en
60491100,An Overview of Supply Chain Integration and Performance,,-,,en
60491277,Implementing Predictive Maintenance in a Company: Industry Insights with Expert Interviews,"The implementation of predictive maintenance as a proactive maintenance approach is gaining increasing importance in the age of digitization and the fourth industrial revolution. Various studies in the German industry have shown that the majority of companies already follow up on the topic. However, successful implementations of predictive maintenance in businesses are still a rarity. Due to the lack of knowledge and guidance during the implementation process, companies experience many difficulties for the realization of this proactive maintenance approach. Even though much research has been conducted in the fields of predictive maintenance and prognostics and health management, little attention was devoted to the design and analysis of process models for industrial applications. Common process models are theoretically derived without capturing the complexity of reality. This paper communicates the results of interviews conducted with six industry experts. In particular, experts from management consultancies are addressed with experience in multiple successful implementations. Based on the collected data, industry insights in terms of steps and phases of process models, best practices and challenges are provided.","['Expert interviews', 'Industry insights', 'predictive maintenance', 'Process model']",,en
60491364,Data Management for Fire Fighting: Challenges and Trends of Data Management for Firefighting in Germany and the Netherlands,,,"['Edge coloring problem, Runtime analysis']",en
60505654,Who Are the Users of Digital Public Services? A Critical reflection on Differences in the Treatment of Citizens as 'Users' in e-government Research,"Despite the importance of citizens as users of digital public services,e-government research has not explicitly considered different perspectives oncitizens as users of said services. This paper sets out to explore the possiblevariations in which the citizen as a user of digital public services is conceptualizedwithin the e-government literature. Through a qualitative and interpretiveapproach, we have analysed literature from different fields of e-governmentresearch to create an overview of how citizens as users of digital public servicesare conceptualized in e-government research. The structure of the review departsfrom, and is framed by, four established value paradigms for e-governmentmanagement. Our approach reveals that - depending on the perspective taken -the conceptualization of the citizen varies considerably and, as a consequence,may impact the results and contributions of each research perspective. Theconception of the citizen as a user of digital public services varies from being apassive recipient of government services, to being an active co-producer ofservices. This article contributes to e-government theory by unboxing the conceptionsof citizens as users of digital public services that are existent in currentresearch on digital public services. In providing a framework that relates theseconceptions to previously known value paradigms, the article offers a startingpoint for taking a multidimensional perspective in e-government research thatconsiders the citizen as a multifaceted and heterogeneous entity.",e-government; citizen; user,"['Benchmarking, Instance features, Optimization, Problem generation, Traveling salesperson problem']",en
60526281,Towards Pluri-Platform Development: Evaluating a Graphical Model-Driven Approach to App Development Across Device Classes,"The domain of mobile apps encompasses a fast-changing ecosystem of platforms and vendors in which new classes of heterogeneous app-enabled devices are emerging. To digitize everyday work routines, business apps are used by many non-technical users. However, designing apps is mostly done according to traditional software development practices, and further complicated by the variability of device capabilities. To empower non-technical users to participate in the creation of supportive apps, graphical domain-specific languages can be used. Consequently, we propose the M&uuml;nster App Modeling Language (MAML) to specify business apps through graphical building blocks on a high level of abstraction. In contrast to existing process modelling notations, these models can directly be transformed into apps for multiple platforms across different device classes through code generators without the need for manual programming. To evaluate the comprehensibility and usability of MAML's DSL, two studies were performed with software developers, process modellers, and domain experts.","['Business app', 'Cross-platform', 'Graphical domain-specific language', 'Model-driven software development']",,en
60557921,Emacs-reveal: A software bundle to create OER presentations,,,"['Social media', ' emergency management', ' social media alerts', ' information overload', ' system evaluation']",en
60574882,Reference Modelling: A Solution for Current Sales and Operations Planning Challenges?,"<p>Sales and Operations Planning (S&OP) is an emerging topic, as reflected by the increasing interest of both practitioners and academics. Current studies highlight that many companies are experiencing challenges in implementing and executing S&OP processes successfully. This paper offers a first investigation on the applicability of reference modelling, a concept from the Information Systems community, as a novel approach to address current S&OP challenges. The analysis builds on a systematic literature review and interviews with three executives. The paper identifies benefits and challenges for applying reference modelling to S&OP and offers an overview of existing reference models in S&OP‑related areas.<br /></p>","S&OP, Reference Model, Information Systems","['Krisenmanagement', ' objektive Messung', ' DRIVER+', ' Innovation']",en
60576982,Assessing the Suitability of ArchiMate to Model Industry 4.0 Production Systems,"Future smart factories will rely on the integration of cyber-physical systems with traditional information systems, requiring proper planning of the involved interconnections. The ArchiMate modeling language contains modeling elements to be able to model such interactions. Within this work it is assessed if the current modeling capabilities are sufficient to model Industry 4.0 production systems and possible extensions are proposed where needed.",Industry 4.0; Enterprice Architeture Management; ArchiMate,,en
60577791,Lessons from empirical studies in Supply Chain Flexibility: a maturity perspective,,,"['Constraint-logic programming, Operational semantics, Programming language, Programming paradigm integration, Virtual machine implementation']",en
60577883,Big Data Analytics in Supply Chain Performance Measurement Systems,,,"['Open Educational Resource', ' OER', ' Attribution', ' Creative Commons', ' RDFa', ' FLOSS']",en
60577970,Discovering {SQL} Queries from Examples using Intelligent Algorithms,"Formulating database queries in terms of SQL is often a challenge for journalists, business administrators, and the growing number of non-database experts that are required to access and explore data. To alleviate this problem, we proposed a Query By Example (QBE) approach powered by intelligent algorithms that discovers database queries from a few tuple examples provided by the user. We investigated the effectiveness of three algorithms, namely, Greedy Search, Genetic Programming, and CART decision trees in discovering queries in two distinct databases. To the best of our knowledge, no other research has focused on the comparative analysis of such algorithms in the context of QBE. Our results show that CART decision trees were capable of discovering the most accurate queries. However, CART tends to produce long queries, which may hinder user interpretation. Finally, we suggest that the use of Interactive Evolutionary Computational Intelligence may improve the quality of queries discovered by Genetic Programming and may naturally incorporate diverse user preferences in the discovery process.",,"['Firefighting', ' Informationsystems', ' Data Management']",en
60578058,Influence Power Factor for User Interface Recommendation System,"User interface is an important element of software system since it provides the means for utilizing applications’ functionalities. There is number of publications that propose guidance for proper interface design, including adaptive approach. Following paper introduces general idea for definition of interface design in a way that allows for easy computing of user interface effectiveness. The introduced factor can be used for recommendation of interface changes and adjustment.","['User interface design', 'Interface recommendation', 'Interface components']","['data quality, data-driven decision-making, e-procurement, information management, public procurement']",en
60578147,"Reverse engineering database queries from examples: State-of-the-art, challenges, and research opportunities","With the popularization of data access and usage, an increasing number of users without expert knowledge of databases is required to perform data interactions. Often, these users face the challenges of writing and reformulating database queries, which consume a considerable amount of time and frequently yield unsatisfactory results. To facilitate this human&acirc;&euro;&ldquo;database interaction, researchers have investigated the Query By Example (QBE) paradigm in which database queries are (semi) automatically discovered from data examples given by users. This paradigm allows non-database experts to formulate queries without relying on complex query languages. In this context, this work aims to present a systematic review of the recent developments, open challenges, and research opportunities of the QBE reported in the literature. This work also describes strategies employed to leverage efficient example acquisition and query reverse engineering. The obtained results show that recent research developments have focused on enhancing the expressiveness of produced queries, minimizing user interaction, and enabling efficient query learning in the context of data retrieval, exploration, integration, and analytics. Our findings indicate that future research should concentrate efforts to provide innovative solutions to the challenges of improving controllability and transparency, considering diverse user preferences in the processes of learning personalized queries, ensuring data quality, and improving the support of additional SQL features and operators.",Reverse engineering database queries; Databases; Query discovery; Query synthesis; Query learning,,en
60578239,Hybrid Intelligent Decision Support Using a Semiotic Case-Based Reasoning and Self-Organizing Maps,"Human decision-making involves cognitive processes of selection, evaluation, and interpretation among candidate solutions in order to solve decision problems. Nonintelligent decision support systems (DSS) lack automatic interpretations, at least in a low level scale, which can lead to undesired solutions. To tackle this limitation, hence producing enhanced decision making, a hybrid intelligent decision support approach is presented, which combines case-based reasoning cycle, semiotic concepts, and self-organizing maps. In addition, a novel sign deconstruction mechanism is introduced as foundation of the new approach and affords better interpretability and contextualization of candidate solutions without compromising efficiency and precision. The obtained results confirm that our proposed approach has the potential to be readily applicable to decision problems, particularly the ones that are of subjective nature. Moreover, the put forward approach may integrate some unlikely elements of linguistics and cognitive science which could fundamentally help the enhancement of DSS.","['Case-based reasoning (CBR)', 'decision support', 'self-organizing maps (SOMs)', 'semiotics', 'subjective decision making']","['Abusive language, Harassment, Hate speech, Machine learning, Offensive language']",en
60578689,Towards Automated Configuration of Stream Clustering Algorithms,"Clustering is an important technique in data analysis which can reveal hidden patterns and unknown relationships in the data. A common problem in clustering is the proper choice of parameter settings. To tackle this, automated algorithm configuration is available which can automatically find the best parameter settings. In practice, however, many of our today’s data sources are data streams due to the widespread deployment of sensors, the internet-of-things or (social) media. Stream clustering aims to tackle this challenge by identifying, tracking and updating clusters over time. Unfortunately, none of the existing approaches for automated algorithm configuration are directly applicable to the streaming scenario. In this paper, we explore the possibility of automated algorithm configuration for stream clustering algorithms using an ensemble of different configurations. In first experiments, we demonstrate that our approach is able to automatically find superior configurations and refine them over time.","['Algorithm selection', 'Automated algorithm configuration', 'Ensemble techniques', 'Stream clustering']","['abusive language, business model, comment moderation, hate speech, machine learning, moderation']",en
60583249,Structured Traversal of Search Trees in Constraint-logic Object-oriented Programming,"In this paper, we propose an explicit, non-strict representation of search trees in constraint-logic object-oriented programming. Our search tree representation includes both the non-deterministic and deterministic behaviours of executing an application. Introducing such a representation facilitates the use of various search strategies. In order to demonstrate the applicability of our approach, we incorporate explicit search trees into the virtual machine of the constraint-logic object-oriented programming language Muli. We then exemplarily implement three search algorithms that traverse the search tree on-demand: depth-first search, breadth-first search, and iterative deepening depth-first search. In particular, the last two strategies allow for a complete search, which is novel in constraint-logic object-oriented programming and highlights our main contribution. Finally, we compare the implemented strategies using several benchmarks.","['Complete search strategy', 'Constraint-logic object-oriented programming', 'Explicit search tree', 'Virtual machine implementation']","['Business Information, Decision-Makers, Framework, Information Need, Management Information Systems']",en
60586112,Abusiveness is Non-Binary: Five Shades of Gray in German Online News-Comments,"Online news comment sections face a surge in uncivil, abusive and even straightforwardly hateful and threatening posts. In Germany especially the refugee crisis beginning in 2015 has sparked a lot of controversial and even unacceptable user comments. Overwhelmed by the amount of content and facing the risk of fines and a churn of readers as well as advertisers, many platforms shut down their comment sections as a last resort. To reduce their moderation effort, academics started applying machine learning to classify comments automatically. However, these efforts so far have been mostly focused on English texts. To provide similar systems for German, this paper implements and evaluates six different machine learning classifiers and five different strategies to convert textual comments into machine-compatible vectors. Contrary to common belief in the domain, comments often evade binary classification: Often comments are not only hateful, or insulting or threatening but fall within multiple of these categories. Hence, we will go beyond traditional multi-class classification models and prototypically evaluate the use of multi-label techniques. The first evaluations indicate that systems for abusive language detection are transferable to the German language and that supporting multi-labels might not only help to improve the detection of rare abusiveness types but also lead to a more realistic representation of actual online commentary.","['abusive language', 'hate speech', 'machine learning', 'moderation', 'multi-label']","['acceptance, automatic, comment-moderation, transparency, trust, user posts']",en
60591750,Digitale Lehre - der FB4 als Vorreiter,,,"['Machine Learning, Omni-Channel, Recommender Systems']",de
60591840,Structuring What You Are Doing: 20 Years of Business Process Modeling,,,"['Benchmarking, E-government, Model querying, Process management, Process model merge, Process modeling, Public administration, Reference modeling']",en
60591931,Bluetooth Mesh Networks for Indoor Localization,,,"['time management', ' stress', ' psychological well-being', ' students']",en
60592019,Gamification in der Unternehmensplanung,,,,de
60592107,Reporting- und Analyseinfrastrukturen in Banken,,,,de
60603733,Conceptual Modeling Meets Customer Journey Mapping: Structuring a Tool for Service Innovation,"Customer experience has become the main differentiator for competition in the digital age. Customer Journey Mapping (CJM) is a technique that aims to understand the customer's decision process and experience by taking a customer perspective and modeling his/her different steps. CJM facilitates innovation by proposing new or improved services. In a joint research project, we aimed at creating a CJM approach that allows for the participation of a broad audience in the creation process that especially has no experience in CJM or modeling. When studying the related literature, it becomes clear that methodological guidance in CJM is absent. While there are domain specific modeling languages for CJM, these do not include an overarching framework of how they should be carried out in an organizational setting. In lieu of proposing 'yet another modeling language', we present a framework for CJM that embeds a modeling approach in an overarching method. We utilized the Action Design Research method to tackle our problem with the particular focus on the participation of inexperienced personnel. Then, we generalized the learnings from the development process into methodological guidelines.","['Action Research', 'Conceptual Modeling', 'Customer Journey Mapping', 'Design Science']","['Intelligent Services, Internet of Things, Smart Products, Smart Services, Taxonomy']",en
60603913,BPM2TPM: The Knowledge Transfer from Business Process to Touchpoint Management,"Customer interactions are changing in the digital age with implications on the digital enterprise. The predominant channel-based thinking is superseded by touchpoint-based thinking, which entails a more granular perspective on each customer contact regardless of the communication channel. Interestingly, there exists an analogy between this development and the dissemination of the process-oriented enterprise over the function-oriented enterprise. This article builds on this circumstance and argues for the knowledge transfer from the mature Business Process Management (BPM) domain to the nascent Touchpoint Management (TPM) domain. To substantiate this idea, a theoretical framework is proposed. It is illustrating methods that are deemed useful for TPM in form of four propositions, as well as it clarifies the process of knowledge transfer between BPM and TPM through a research design.",,,en
60619478,Automated Data-flow Analysis and Validation in Process Automation Projects,"Process-driven applications (PDAs) rely on a combination of executable process models and code that implements individual process steps. These step implementations rely on process variables that maintain state across process steps and are used to take decisions on alternative execution paths, i. e. they hold data received from and saved to (external) backend systems. As a result, the data flow of a PDA can become complex even if each step implementation is kept simple. Complexity arises from various possibilities for manipulating process variables, in addition to the variety of execution paths that make it difficult to keep track of process variables. We propose a static analysis approach for managing or reducing complexity by limiting the solution space of implementations. It checks assertions on the data flow in PDAs while taking process variables into account. Assertions are specified using our novel data-flow validation language (DFVL). For demonstration, DFVL and automated assertion checking are implemented as part of an open source process application validation tool. The tool facilitates the use of DFVL for automated static analyses in the same way as unit tests are used for software testing. A short evaluation shows the applicability of our approach and tool.","['Automated testing', 'Data-flow analysis', 'Process-driven applications']","['Business Model Innovation, Business Model Taxonomy, Smart Energy Business Models, Smart Grid Business Models']",en
60619571,Evolutionary Computation in R with the ecr Package',,,,en
60621968,"The Diagramed Model Query Language 2.0: Design, Implementation, and Evaluation","The Diagramed Model Query Language (DMQL) is a structural query language that operates on process models and related kinds of models, e.g., data models. In this article, we explain how DMQL works and report on DMQL's research process, which includes intermediate developments. The idea of a new model query language came from observations in industry projects, where it was necessary to deal with a variety of modeling languages, complex query requirements and the need for pinpointing the query results. Thus, we developed the Generic Model Query Language (GMQL) tailored to deal with models of arbitrary modeling languages and queries that express model graph structures of any complexity. GMQL queries are formulas and professionals expressed the need to specify queries more conveniently. Therefore, the next development step was DMQL, which comes with functionality similar to GMQL, but allows to specify queries graphically. In this article, we describe both query languages, their syntax, semantics, implementation and evaluation, and come up with a new version of DMQL, which includes new functionality. Finally, we relate GMQL and DMQL to the Process Querying Framework.",Process Model Analysis; Process Querying; Model Query Language,"['Algorithmic skeletons, Domain-specific language, High-performance computing, Model-driven development, Parallel programming']",en
60624049,Measuring Innovations in Crisis Management,"Crisis management (CM) organizations regularly face the challenge to assess the potential impact of a change in their socio-technical setup. No matter if a new software, a new tool, a simple workflow or a broader organizational structure become available, CM organizations need to estimate the potential added value under a high degree of uncertainty. In general, the more reliable information about the new solution is available, the more informed the decisions are. One promising way in assessing the potential impact of new CM solutions can be found through its application in an as realistic as possible and an as secure as necessary setup. However, such artificial scenarios like simulation exercises hold the risk of measuring the performance of the solution itself rather than its contribution to the CM operation. In this paper we review the state of the art in measuring crisis management performance, discuss the results in the context of performance measurement in general and present a performance measurement approach supporting a structured assessment of innovative CM solutions applied within collaborative demonstration project.",Crisis management; innovation,,en
60637380,Reframing Collaborative Ideation with Lego,,,,en
60637467,Examining power dynamics in distributed inter-organisational settings,,,"['Benchmarking, Machine Learning, Open source, Optimization']",en
60637554,Post-humanist account of trust(ing) in networked environment,,,,en
60637641,Performing virtual intracorporeality: new modes of displaying,,,"['Mobile app', ' Mobile computing', ' Cross-platform', ' Multi-platform', ' Development framework']",en
60637728,Understanding Virtual Embodiment: A Phenomenological Lens,"The paper develops a phenomenological perspective on virtual interactions, which focuses on the centrality of the human body for developing meaningful engagements and relationships in virtual settings. From such a stance, the paper problematizes the extant perspectives that are being premised either on the physicality of the human body and thereby face-to-face interactions, or on the negligence of the body and its reduction to digital text in virtual interactions. In contrast, by drawing on the work of Merleau-Ponty, this paper sets a middle ground, which emphasizes the relationship between the phenomenal (lived) body, and the objective (image) body, which also constitutes our engagements with others. The findings of the paper, based on an analysis of an in-depth, longitudinal, exclusively-mediated software development relationship, identify the importance of inter-orienting and inter-presencing practices. These practices show that virtual interactions are qualitatively distinct mode of engagement, which is more-than-linguistic and more-than-task-oriented. This perspective of virtual embodiment is valuable for addressing the research contradictions in the area of virtual interactions, and offering important insights to the recent IS discourse on performativity and ontological inseparability.",,,en
60637815,Monstrous ‘matterings’ of Academic Publishers: The Story of Elsevier,,,"['Privacy policy', ' GDPR']",en
60637902,Virtual interactions as intercorporeal engagements,,,"['Intentional Forgetting', ' cognitive capacity', ' transactive memory systems', ' unlearning of routine', ' user experience']",en
60660130,Time Complexity Analysis of RLS and (1+1) EA for the Edge Coloring Problem,"The edge coloring problem asks for an assignment of colors to edges of a graph such that no two incident edges share the same color and the number of colors is minimized. It is known that all graphs with maximum degree Δ can be colored with Δ or Δ + 1 colors, but it is NP-hard to determine whether Δ colors are sufficient. We present the first runtime analysis of evolutionary algorithms (EAs) for the edge coloring problem. Simple EAs such as RLS and (1+1) EA efficiently find (2Δ - 1)-colorings on arbitrary graphs and optimal colorings for even and odd cycles, paths, star graphs and arbitrary trees. A partial analysis for toroids also suggests efficient runtimes in bipartite graphs with many cycles. Experiments support these findings and investigate additional graph classes such as hypercubes, complete graphs and complete bipartite graphs. Theoretical and experimental results suggest that simple EAs find optimal colorings for all these graph classes in expected timeO(Δ∂2m logm), wherem is the number of edges and ∂ is the length of the longest simple path in the graph.","['Edge coloring problem', 'Runtime analysis']","['cold-start problem, Recommender Systems, social communities']",en
60660224,Evolving Diverse TSP Instances by Means of Novel and Creative Mutation Operators,"Evolutionary algorithms have successfully been applied to evolve problem instances that exhibit a significant difference in performance for a given algorithm or a pair of algorithms inter alia for the Traveling Salesperson Problem (TSP). Creating a large variety of instances is crucial for successful applications in the blooming field of algorithm selection. In this paper, we introduce new and creative mutation operators for evolving instances of the TSP.We show that adopting those operators in an evolutionary algorithm allows for the generation of benchmark sets with highly desirable properties: (1) novelty by clear visual distinction to established benchmark sets in the field, (2) visual and quantitative diversity in the space of TSP problem characteristics, and (3) significant performance differences with respect to the restart versions of heuristic state-of-the-art TSP solvers EAX and LKH. The important aspect of diversity is addressed and achieved solely by the proposed mutation operators and not enforced by explicit diversity preservation.","['Benchmarking', 'Instance features', 'Optimization', 'Problem generation', 'Traveling salesperson problem']","['IT Artifact', ' Online Experiments', ' Evaluation Platform', ' Versioning']",en
60667608,Lookahead Contraction Policies for Bayesian Ranking and Selection with Pairwise Comparisons (Best Contributed Theory Paper Finalist),<html />,,"['Trust', ' Uncertainty', ' Artifact', ' Management', ' Information Systems']",en
60668489,Mitigating information overload in social media during conflicts and crises: design and evaluation of a cross-platform alerting system,"The research field of crisis informatics examines, amongst others, the potentials and barriers of social media use during conflicts and crises. Social media allow emergency services to reach the public easily in the context of crisis communication and receive valuable information (e.g. pictures) from social media data. However, the vast amount of data generated during large-scale incidents can lead to issues of information overload and quality. To mitigate these issues, this paper proposes the semi-automatic creation of alerts including keyword, relevance and information quality filters based on cross-platform social media data. We conducted empirical studies and workshops with emergency services across Europe to raise requirements, then iteratively designed and implemented an approach to support emergency services, and performed multiple evaluations, including live demonstrations and field trials, to research the potentials of social media-based alerts. Finally, we present the findings and implications based on semi-structured interviews with emergency services, highlighting the need for usable configurability and white-box algorithm representation.",Social media; emergency management; social media alerts; information overload; system evaluation,,en
60670286,Objektive Bewertung von Innovationen - DRIVER+,Das Poster stellt einige Kerninhalte des EU-Projektes DRIVER+ vor: https://www.driver-project.eu/ Insbesondere die Trial Guidance Methodology als Methode zur objektiven Bewertung von Innovationen.&nbsp;,Krisenmanagement; objektive Messung; DRIVER+; Innovation,"['Case Study, Language Server Protocol, Model-Driven Development, Textual Domain-Specific Languages']",de
60676249,Digitale Lehre - Der FB4 als Vorreiter,,,,de
60688241,A Compiler and Virtual Machine for Constraint-logic Object-oriented Programming with Muli,"The development of enterprise software typically relies on object-oriented (OO) programming languages. However, OO languages are not particularly suited for the implementation of software which involves solving complicated search problems with dynamically appearing constraints, e. g. as found in logistics. Aiming to improve this situation, we propose the Münster Logic-imperative Language (Muli). As a constraint-logic OO language, it facilitates an integrated implementation of applications that use aspects from both constraint-logic and object-oriented programming, thus eliminating the need to resort to JNI for the integration of search applications that are written in a (constraint) logic language. Muli extends Java by logic variables and encapsulated search. Its runtime is based on a symbolic Java virtual machine and leverages constraint solvers. Outside of search regions, Muli behaves just like Java. We motivate the benefits of integrating object-oriented programming and constraint-logic programming into a single language and introduce novel concepts that are required for a seamless integration. Furthermore, we present an operational semantics and transfer concepts and semantics into implementations of a compiler and a virtual machine.","['Constraint-logic programming', 'Operational semantics', 'Programming language', 'Programming paradigm integration', 'Virtual machine implementation']",,en
60688331,Simplifying license attribution for OER with emacs-reveal,"Open Educational Resources (OER) come with different license terms that require different forms of attribution. Properly attributing OER with licensing information has previously been identified as one of the most time-consuming factors of OER projects. As shown in this paper, the semantic annotation standard CC REL lacks features that are necessary for correct attribution with popular Creative Commons licenses. The software emacs-reveal addresses this gap in the context of OER slideshows, which may contain figures under different licensing terms: For each figure, a simple text file stores metadata building upon the vocabulary of CC REL (with pragmatic extensions) and can be shared along with the figure. From that metadata, the software generates attribution statements, both in machine-readable form (based on RDFa) and in human-readable form. The novel resulting process avoids manual copying of relevant license information, which is time-consuming and error-prone.",Open Educational Resource; OER; Attribution; Creative Commons; RDFa; FLOSS,"['Biased mutation, Combinatorial optimization, Minimum spanning tree, Multi-objective optimization']",en
60709350,Challenges and Trends of Data Management for Firefighting in Germany and the Netherlands,"For successful firefighting, information is key. In this work, a general overview of the current challenges and trends of data management for firefighting in Germany and the Netherlands are examined. This was accomplished by conducting a literature review to find out the current state-of-the-art in research. The results of the literature review are then compared with expert sentiments and gaps between research and practice are revealed. Through the review, six challenge categories are identified: cartographic data harmonization, IS standardization, information gathering from unstructured data, canonical bodies of knowledge, and data-driven firefighting support. The challenges and trends are discussed in the context of Germany and the Netherlands and significant differences are presented. Lastly, the gaps between research and practice are thoroughly analyzed and potentials for future work revealed.",Firefighting; Informationsystems; Data Management,"['Dynamic optimization, Evolutionary algorithms, Running time analysis, Theory']",en
60713304,The European Procurement Dilemma—First Steps to Introduce Data-Driven Policy-Making in Public Procurement,"Amounting to 15% of European GDP, public procurement is a substantial policy field in the EU. In view of this economic weight, empirical analyses are necessary as a basis for political decisions that affect the legal regime of procurement. Despite this importance, currently, the EU cannot evaluate policy impacts based on a valid data basis reasoned in the lack of proper information management. Viewing the case of European public procurement, this paper illustrates the relevance and impact of IT-management for economic decision-making. Thereby, the aim of the research is not to analyze and evaluate procurement performance and policies in the EU but showing the importance of a proper and streamlined application of ICT for reasonable decision-making.","['data quality', 'data-driven decision-making', 'e-procurement', 'information management', 'public procurement']",,en
60734599,Die EU-weite Regulierung des Crowdfunding-Markts – Vorstellung und Analyse des Vorschlags der EU-Kommission,"Der Markt f&uuml;r Crowdfinanzierungen w&auml;chst stetig. Plattformen unterliegen jedoch den jeweiligen nationalen regulatorischen Vorschriften, was zu hohen Markteintrittsbarrieren f&uuml;hrt und EU-weites Gesch&auml;ft nur unter erschwerten Bedingungen erm&ouml;glicht. Die EU-Kommission hat dies zum Anlass genommen, einen Vorschlag f&uuml;r eine Regulierung zu erarbeiten. Plattformen sollen europaweit-einheitlich von der ESMA beaufsichtigt werden. F&uuml;r alle Akteure werden somit einheitliche Spielregeln vorgeschlagen. Der Beitrag stellt den Vorschlag der EU-Kommission f&uuml;r ein EU-weit einheitliches Regulierungssystem vor. Zudem wird der Vorschlag mit aktuellen Regelungen verglichen und die Implikationen f&uuml;r die unterschiedlichen Stakeholder dargestellt.",,"['Decision support systems, Operations management, Real-time decision making']",de
60734692,What is Abusive Language? - Integrating Different Views on Abusive Language for Machine Learning,"Abusive language has been corrupting online conversations since the inception of the internet. Substantial research efforts have been put into the investigation and algorithmic resolution of the problem. Different aspects such as “cyberbullying”, “hate speech” or “profanity” have undergone ample amounts of investigation, however, often using inconsistent vocabulary such as “offensive language” or “harassment”. This led to a state of confusion within the research community. The inconsistency can be considered an inhibitor for the domain: It increases the risk of unintentional redundant work and leads to undifferentiated and thus hard to use and justifiable machine learning classifiers. To remedy this effect, this paper introduces a novel configurable, multi-view approach to define abusive language concepts.","['Abusive language', 'Harassment', 'Hate speech', 'Machine learning', 'Offensive language']",,en
